,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,蓝球,奖池奖金(元),一等奖_注数,一等奖_奖金(元),二等奖_注数,二等奖_奖金(元),总投注额(元),开奖日期
707,2017088,07,09,18,22,23,29,06,7亿0251万5540元,10,"6,725,767",406,"53,133","346,380,162",2017-07-30
708,2017087,03,06,13,14,19,28,06,7亿0505万6937元,13,"5,785,674",105,"121,592","316,090,948",2017-07-27
709,2017086,03,05,06,13,20,22,07,7亿4196万9095元,5,"7,211,165",73,"189,312","313,250,840",2017-07-25
710,2017085,01,05,06,16,25,30,09,7亿3656万5578元,7,"6,315,240",148,"77,759","340,676,888",2017-07-23
711,2017084,01,05,11,20,22,24,02,7亿4624万7204元,9,"7,021,235",98,"232,029","314,750,766",2017-07-20
712,2017083,03,08,14,20,24,26,12,7亿4122万1637元,13,"6,005,980",161,"101,535","305,712,986",2017-07-18
713,2017082,14,18,21,25,28,29,10,7亿7025万7854元,9,"6,764,976",120,"165,466","340,327,376",2017-07-16
714,2017081,03,05,14,25,26,30,05,7亿7157万4680元,4,"7,764,217",134,"103,142","311,169,340",2017-07-13
715,2017080,01,12,16,20,22,24,08,7亿6116万8290元,10,"6,418,690",103,"172,171","309,113,400",2017-07-11
716,2017079,03,07,14,23,25,27,08,7亿7215万4315元,5,"7,420,610",107,"141,390","338,568,770",2017-07-09
717,2017078,05,07,18,19,22,24,16,7亿6387万0919元,7,"7,387,529",160,"130,568","308,678,006",2017-07-06
718,2017077,01,02,04,15,17,22,14,7亿5291万0976元,4,"9,715,359",93,"253,513","310,153,396",2017-07-04
719,2017076,01,04,08,09,14,15,13,7亿2104万2021元,7,"7,321,488",115,"176,634","346,391,726",2017-07-02
720,2017075,01,03,06,19,21,29,07,7亿1135万3370元,7,"6,363,935",90,"132,604","320,592,160",2017-06-29
721,2017074,02,06,16,23,30,31,02,7亿2009万7616元,16,"6,194,147",548,"43,582","312,167,868",2017-06-27
722,2017073,03,06,16,23,26,30,14,7亿4755万5120元,9,"7,099,806",173,"136,548","347,269,730",2017-06-25
723,2017072,06,11,14,23,26,30,02,7亿4058万4900元,11,"6,667,226",94,"243,876","321,195,342",2017-06-22
724,2017071,02,03,06,14,31,32,03,7亿4515万1312元,4,"10,000,000",51,"494,080","322,489,468",2017-06-20
725,2017070,01,06,14,22,25,26,12,7亿0955万7056元,4,"9,143,511",92,"225,190","357,559,628",2017-06-18
726,2017069,02,11,12,23,29,31,05,6亿8397万8436元,3,"10,000,000",98,"198,460","326,172,358",2017-06-15
727,2017068,02,06,10,22,30,31,15,6亿5563万1053元,7,"8,099,564",102,"265,894","320,912,348",2017-06-13
728,2017067,01,03,04,10,18,29,04,6亿3096万4440元,10,"7,036,216",131,"194,295","356,270,498",2017-06-11
729,2017066,01,04,06,17,19,26,03,6亿2496万8496元,8,"7,075,823",103,"201,536","329,821,920",2017-06-08
730,2017065,02,05,08,10,12,21,07,6亿1930万0374元,14,"5,907,122",181,"87,705","320,800,086",2017-06-06
731,2017064,02,10,16,22,24,28,15,6亿5437万6180元,5,"9,001,480",158,"158,286","351,655,222",2017-06-04
732,2017063,12,16,20,22,25,31,04,6亿2435万5820元,4,"10,000,000",246,"102,608","307,572,084",2017-06-01
733,2017062,01,07,22,24,26,31,10,5亿8863万1018元,2,"10,000,000",50,"413,968","292,747,704",2017-05-30
734,2017061,06,07,12,20,26,27,11,5亿4653万5704元,22,"5,719,289",236,"83,815","327,891,234",2017-05-28
735,2017060,05,10,13,24,26,31,04,6亿1301万8696元,4,"9,226,054",113,"186,993","320,553,910",2017-05-25
736,2017059,04,08,09,15,19,25,09,5亿8653万2102元,26,"5,191,242",222,"27,997","306,145,516",2017-05-23
737,2017058,01,09,13,22,28,32,11,7亿0285万8272元,8,"7,035,961",111,"183,419","338,794,650",2017-05-21
738,2017057,18,20,22,23,30,31,16,6亿9806万7117元,9,"6,821,373",71,"288,597","314,697,362",2017-05-18
739,2017056,13,14,18,19,21,28,06,6亿9798万8120元,8,"7,367,832",184,"128,686","317,424,132",2017-05-16
740,2017055,07,12,13,20,24,31,05,6亿8589万5820元,20,"5,718,169",109,"164,717","342,200,872",2017-05-14
741,2017054,02,03,09,23,28,33,08,7亿4639万6522元,2,"10,000,000",73,"227,292","315,730,948",2017-05-11
742,2017053,04,09,11,15,29,31,06,7亿1661万9576元,6,"7,534,369",77,"246,854","316,559,816",2017-05-09
743,2017052,07,08,18,24,29,31,07,7亿0480万2480元,5,"8,409,592",182,"117,087","346,847,224",2017-05-07
744,2017051,02,05,09,15,24,25,11,6亿8292万0580元,10,"6,175,841",194,"75,762","315,667,040",2017-05-04
745,2017050,10,12,20,24,27,29,07,7亿0058万4945元,5,"8,309,640",64,"323,207","308,163,776",2017-05-02
746,2017049,01,08,14,15,20,29,10,6亿8007万7398元,7,"7,636,512",113,"204,154","326,777,700",2017-04-30
747,2017048,05,08,09,14,15,19,07,6亿6432万4529元,11,"5,831,308",107,"106,827","317,465,116",2017-04-27
748,2017047,02,05,08,10,32,33,02,6亿9417万7440元,6,"7,801,881",181,"116,100","313,845,556",2017-04-25
749,2017046,04,13,14,23,26,32,10,6亿7794万6402元,6,"7,608,231",95,"205,912","348,845,228",2017-04-23
750,2017045,05,07,16,20,21,25,05,6亿6491万0592元,4,"9,399,507",99,"222,197","320,562,564",2017-04-20
751,2017044,08,16,19,21,31,32,06,6亿3651万6015元,15,"6,015,002",81,"234,954","318,935,018",2017-04-18
752,2017043,08,13,16,23,27,31,08,6亿6964万7148元,4,"8,333,883",170,"98,055","348,879,160",2017-04-16
753,2017042,01,02,04,07,10,23,04,6亿5297万4432元,8,"7,650,480",69,"384,127","326,995,938",2017-04-13
754,2017041,04,10,13,15,22,27,04,6亿3466万3869元,21,"5,832,574",114,"191,711","322,450,520",2017-04-11
755,2017040,15,19,23,28,29,33,04,6亿9158万2671元,13,"5,740,931",82,"146,830","359,413,424",2017-04-09
756,2017039,02,04,12,14,17,24,15,7亿3009万4377元,1,"10,000,000",109,"255,711","330,405,710",2017-04-06
757,2017038,01,04,08,13,24,27,05,6亿5647万6865元,5,"8,797,176",191,"124,253","310,673,636",2017-04-04
758,2017037,11,15,20,22,25,30,05,6亿2926万5693元,7,"7,634,270",102,"225,979","346,434,206",2017-04-02
759,2017036,01,02,05,10,24,27,15,6亿1355万5992元,4,"10,000,000",134,"212,654","340,257,990",2017-03-30
760,2017035,01,06,14,24,28,32,12,5亿6806万8720元,16,"5,671,583",164,"81,900","342,022,594",2017-03-28
761,2017034,04,07,08,19,32,33,13,6亿1851万9064元,8,"7,191,847",146,"150,126","373,962,682",2017-03-26
762,2017033,05,07,15,20,23,30,15,6亿1029万8424元,12,"6,829,933",205,"133,897","346,477,046",2017-03-23
763,2017032,05,08,15,24,27,31,11,6亿0991万0623元,63,"5,000,000",284,"6,000","346,410,188",2017-03-21
764,2017031,06,10,16,26,27,29,03,9亿2491万0650元,30,"5,458,217",344,"49,951","377,406,752",2017-03-19
765,2017030,01,07,09,20,23,30,02,10亿3710万7695元,5,"9,250,716",81,"327,987","350,487,064",2017-03-16
766,2017029,02,15,21,23,25,30,10,10亿0366万0344元,4,"9,172,154",53,"393,599","343,011,048",2017-03-14
767,2017028,07,08,12,13,22,30,09,9亿7776万6651元,9,"6,700,085",152,"125,828","377,657,484",2017-03-12
768,2017027,02,04,11,14,27,30,05,9亿8068万9536元,3,"9,954,368",76,"244,458","344,767,540",2017-03-09
769,2017026,03,10,12,19,27,30,08,9亿5481万6000元,30,"5,346,265",385,"33,727","338,217,710",2017-03-07
770,2017025,02,15,16,17,22,32,07,10亿7624万9141元,11,"6,246,929",176,"97,416","372,684,176",2017-03-05
771,2017024,09,21,25,26,29,31,13,10亿9352万9538元,6,"8,107,050",120,"194,190","342,020,216",2017-03-02
772,2017023,01,03,04,11,18,22,14,10亿7226万3213元,3,"10,000,000",108,"223,769","337,872,226",2017-02-28
773,2017022,02,06,15,16,18,32,15,10亿2976万1908元,4,"10,000,000",63,"452,069","370,988,738",2017-02-26
774,2017021,02,05,10,22,32,33,09,9亿8432万0688元,16,"6,097,279",115,"190,831","329,896,520",2017-02-23
775,2017020,04,08,10,12,31,33,10,10亿1604万0400元,4,"8,928,802",87,"225,793","321,450,250",2017-02-21
776,2017019,04,06,08,12,23,25,08,9亿9282万3572元,4,"8,296,217",111,"148,478","362,828,374",2017-02-19
777,2017018,01,02,03,17,25,31,09,9亿7656万5180元,5,"7,041,328",91,"140,201","332,385,048",2017-02-16
778,2017017,03,07,08,10,22,23,12,9亿7349万6920元,5,"7,986,377",120,"155,540","329,086,094",2017-02-14
779,2017016,05,08,16,22,27,29,02,9亿5743万4232元,12,"6,237,727",222,"83,630","349,767,606",2017-02-12
780,2017015,01,08,09,14,17,32,01,9亿7658万9244元,4,"9,713,530",101,"233,343","314,977,594",2017-02-09
781,2017014,06,08,18,20,23,31,13,9亿4474万0410元,5,"8,280,828",144,"142,397","307,538,720",2017-02-07
782,2017013,08,11,28,29,31,33,06,9亿2462万9020元,10,"6,997,500",99,"252,209","377,878,424",2017-02-05
783,2017012,10,11,14,15,16,24,07,9亿1969万7751元,9,"7,016,617",80,"283,586","329,120,186",2017-01-26
784,2017011,10,11,12,23,26,29,16,9亿1478万6466元,11,"6,835,064",229,"110,184","318,019,266",2017-01-24
785,2017010,05,08,19,25,28,30,07,9亿1427万5770元,30,"5,251,359",231,"40,805","350,388,682",2017-01-22
786,2017009,02,06,08,09,15,29,14,10亿4353万8642元,9,"6,976,497",145,"153,348","318,286,702",2017-01-19
787,2017008,07,13,15,27,28,29,13,10亿3962万0330元,10,"6,455,001",165,"110,227","318,368,112",2017-01-17
788,2017007,02,04,05,24,26,33,15,10亿4960万7797元,7,"8,376,630",62,"476,540","358,098,002",2017-01-15
789,2017006,02,04,08,26,29,33,08,10亿1960万7668元,4,"6,946,576",70,"139,041","327,823,184",2017-01-12
790,2017005,06,11,12,22,23,30,05,10亿1819万5332元,14,"6,083,962",204,"92,986","328,457,210",2017-01-10
791,2017004,05,13,17,26,27,30,07,10亿4646万2778元,18,"5,946,813",294,"72,460","361,243,290",2017-01-08
792,2017003,01,04,08,15,27,32,16,10亿8959万5542元,3,"10,000,000",80,"305,874","328,263,696",2017-01-05
793,2017002,15,19,23,24,25,32,03,10亿4618万5700元,4,"10,000,000",67,"391,374","333,473,696",2017-01-03
794,2017001,09,11,14,20,25,26,15,10亿0751万9355元,9,"7,522,351",184,"154,219","376,155,592",2017-01-01
795,2016153,07,09,16,24,25,29,06,9亿9009万1165元,5,"7,932,287",247,"74,197","342,438,226",2016-12-29
796,2016152,02,08,09,16,20,22,07,9亿7477万2214元,17,"5,986,457",247,"84,867","338,973,816",2016-12-27
797,2016151,06,11,16,20,22,33,07,10亿1365万5324元,11,"6,923,271",130,"203,422","375,311,070",2016-12-25
798,2016150,02,04,05,09,13,21,05,10亿1047万6368元,22,"5,849,327",140,"166,832","350,741,078",2016-12-22
799,2016149,03,20,23,26,32,33,07,10亿6909万2085元,5,"7,413,987",77,"195,940","342,258,704",2016-12-20
800,2016148,01,02,11,20,26,30,14,10亿6089万9760元,10,"7,088,635",158,"165,240","381,634,232",2016-12-18
801,2016147,04,14,18,28,31,32,12,10亿5346万2300元,5,"8,475,931",113,"192,252","341,474,648",2016-12-15
802,2016146,03,07,15,16,17,23,10,10亿3066万8248元,8,"7,329,207",133,"175,128","344,859,752",2016-12-13
803,2016145,01,03,07,12,19,20,06,10亿1942万5688元,8,"6,264,341",157,"80,531","398,955,964",2016-12-11
804,2016144,04,10,12,27,32,33,05,10亿3161万0174元,14,"6,201,501",86,"244,491","372,346,108",2016-12-08
805,2016143,06,09,23,24,25,33,13,10亿5535万2355元,5,"9,007,647",143,"175,159","378,923,738",2016-12-06
806,2016142,01,10,17,21,23,30,12,10亿2524万7212元,11,"6,818,174",85,"294,116","407,120,242",2016-12-04
807,2016141,04,13,15,17,21,24,15,10亿2524万7440元,7,"8,186,439",106,"263,031","371,798,444",2016-12-01
808,2016140,01,02,05,17,26,32,10,9亿9890万8480元,16,"5,846,950",84,"201,654","360,447,386",2016-11-29
809,2016139,01,06,19,26,28,30,03,10亿4164万2655元,5,"9,936,561",94,"328,228","395,456,724",2016-11-27
810,2016138,07,16,20,24,25,30,07,9亿9876万4932元,12,"6,052,114",160,"98,635","350,229,764",2016-11-24
811,2016137,01,06,09,10,15,32,14,10亿2404万5140元,4,"9,970,303",90,"276,127","339,962,622",2016-11-22
812,2016136,02,07,10,20,27,29,03,9亿8937万1808元,8,"7,561,764",117,"218,954","396,457,052",2016-11-20
813,2016135,02,08,10,18,20,33,12,9亿7301万2992元,24,"5,536,282",172,"93,537","353,219,786",2016-11-17
814,2016134,11,12,13,14,18,33,13,10亿5761万8368元,8,"7,841,027",107,"265,516","356,409,344",2016-11-15
815,2016133,15,16,21,22,27,33,15,10亿3511万5770元,26,"5,803,188",242,"107,866","397,601,552",2016-11-13
816,2016132,05,08,13,19,27,28,07,11亿0768万7796元,37,"5,063,186",358,"8,163","349,399,364",2016-11-10
817,2016131,04,10,18,19,25,27,02,12亿8625万8608元,4,"9,353,816",112,"194,366","341,425,796",2016-11-08
818,2016130,03,17,21,23,27,28,01,12亿5836万6632元,8,"7,792,864",88,"317,370","389,013,348",2016-11-06
819,2016129,05,06,08,21,31,33,14,12亿3692万3614元,2,"10,000,000",107,"263,616","356,293,078",2016-11-03
820,2016128,04,09,11,17,26,27,13,11亿7230万2677元,17,"6,039,764",216,"102,291","346,505,806",2016-11-01
821,2016127,07,12,17,26,29,31,16,12亿0869万3682元,3,"10,000,000",127,"219,909","377,635,784",2016-10-30
822,2016126,02,06,12,17,18,19,10,11亿5490万8300元,4,"10,000,000",182,"141,981","347,402,822",2016-10-27
823,2016125,01,06,08,20,27,30,03,11亿1738万6530元,10,"5,815,990",94,"108,509","346,147,358",2016-10-25
824,2016124,09,15,21,24,27,32,10,11亿4494万6805元,5,"8,691,225",120,"192,251","370,331,346",2016-10-23
825,2016123,07,09,12,14,20,27,16,11亿1919万2450元,3,"10,000,000",191,"104,821","305,299,416",2016-10-20
826,2016122,15,22,23,24,28,29,08,10亿8912万9612元,6,"7,245,796",96,"175,452","305,059,324",2016-10-18
827,2016121,02,03,10,23,25,28,09,10亿8207万3970元,5,"8,817,083",106,"225,063","340,006,950",2016-10-16
828,2016120,02,05,06,21,25,28,09,10亿5458万9076元,6,"7,457,159",139,"132,580","309,329,228",2016-10-13
829,2016119,09,19,21,30,31,32,04,10亿4404万5944元,4,"9,261,565",353,"60,362","302,415,052",2016-10-11
830,2016118,09,14,22,23,31,33,14,10亿1716万8724元,4,"10,000,000",97,"293,175","338,792,784",2016-10-09
831,2016117,03,10,14,17,28,33,02,9亿7185万4560元,12,"6,037,315",167,"93,172","281,128,494",2016-10-06
832,2016116,07,18,20,23,27,31,13,9亿9762万3156元,6,"7,593,721",52,"374,094","268,669,114",2016-10-04
833,2016115,06,08,20,22,26,27,09,9亿8482万6752元,13,"6,239,088",62,"324,761","307,770,194",2016-10-02
834,2016114,05,16,20,22,27,29,09,10亿0552万9350元,21,"5,225,680",103,"57,515","300,350,554",2016-09-29
835,2016113,01,11,16,17,20,26,14,10亿9749万6306元,6,"7,750,731",95,"217,162","301,675,518",2016-09-27
836,2016112,06,12,14,15,18,25,12,10亿8210万9240元,8,"6,869,523",105,"178,049","339,124,224",2016-09-25
837,2016111,02,04,07,14,15,32,04,10亿8097万9719元,3,"10,000,000",68,"362,286","310,894,592",2016-09-22
838,2016110,05,07,28,31,32,33,08,10亿3707万3225元,5,"7,249,839",55,"255,663","306,664,040",2016-09-20
839,2016109,09,11,15,16,27,33,05,10亿3113万7928元,8,"6,719,240",93,"184,864","339,043,452",2016-09-18
840,2016108,02,03,07,08,19,26,16,10亿3331万4654元,6,"7,828,306",174,"121,909","278,530,656",2016-09-15
841,2016107,06,11,18,26,27,32,01,10亿1664万7606元,13,"6,252,404",230,"88,485","295,842,288",2016-09-13
842,2016106,04,05,13,22,25,30,04,10亿3687万4166元,6,"8,341,196",119,"210,579","329,967,722",2016-09-11
843,2016105,08,10,19,27,28,31,16,10亿1174万4422元,13,"6,419,550",153,"150,769","304,435,234",2016-09-08
844,2016104,05,09,11,18,30,31,04,10亿2599万5488元,2,"10,000,000",72,"319,307","304,391,928",2016-09-06
845,2016103,01,05,13,19,24,27,11,9亿7702万4997元,13,"5,957,211",116,"134,092","334,526,552",2016-09-04
846,2016102,05,08,10,14,17,30,13,10亿0780万4693元,7,"6,951,119",339,"50,360","304,528,374",2016-09-01
847,2016101,01,03,19,24,32,33,01,10亿0524万5634元,3,"10,000,000",45,"555,671","303,829,992",2016-08-30
848,2016100,03,10,22,23,27,29,04,9亿6023万0040元,4,"9,565,716",87,"262,397","335,027,586",2016-08-28
849,2016099,01,11,21,23,27,33,06,9亿3000万7164元,4,"8,811,192",111,"171,675","300,016,648",2016-08-25
850,2016098,02,08,25,29,31,32,06,9亿0808万4049元,3,"9,434,877",63,"263,980","296,350,008",2016-08-23
851,2016097,06,13,25,26,28,31,01,8亿8649万6310元,9,"6,754,677",101,"195,446","327,274,678",2016-08-21
852,2016096,06,13,14,21,22,24,16,8亿8806万8045元,5,"8,412,890",110,"193,914","296,887,214",2016-08-18
853,2016095,01,05,09,12,18,32,12,8亿6614万0800元,7,"7,075,631",73,"248,791","297,413,702",2016-08-16
854,2016094,06,07,10,12,18,31,10,8亿6118万4896元,4,"8,445,845",83,"207,581","324,311,584",2016-08-14
855,2016093,06,09,15,17,25,27,09,8亿4328万0596元,18,"5,501,160",131,"86,077","298,416,216",2016-08-11
856,2016092,02,13,15,23,24,29,06,9亿0847万3144元,19,"5,173,091",97,"42,380","299,992,386",2016-08-09
857,2016091,04,08,14,22,23,28,07,9亿9442万9110元,17,"5,986,530",226,"92,760","329,710,234",2016-08-07
858,2016090,02,13,17,20,21,26,07,10亿3330万8810元,23,"5,443,624",164,"77,769","294,008,068",2016-08-04
859,2016089,01,03,14,30,31,32,08,11亿2024万9570元,10,"5,749,899",48,"195,286","288,232,376",2016-08-02
860,2016088,03,14,16,18,25,33,15,11亿4962万7355元,5,"8,643,396",79,"288,243","320,354,148",2016-07-31
861,2016087,02,03,10,11,14,21,12,11亿2453万0659元,3,"10,000,000",84,"223,543","288,396,896",2016-07-28
862,2016086,09,10,11,12,15,32,05,10亿9819万7736元,6,"7,936,358",62,"355,204","286,788,850",2016-07-26
863,2016085,01,12,19,20,21,25,16,10亿7974万7823元,7,"7,380,661",245,"85,023","319,888,112",2016-07-24
864,2016084,02,04,12,18,24,26,05,10亿6892万0080元,5,"7,742,405",101,"169,703","288,778,286",2016-07-21
865,2016083,09,16,17,24,30,31,04,10亿5621万2003元,7,"7,237,320",99,"197,743","291,921,542",2016-07-19
866,2016082,06,12,14,15,17,20,09,10亿4814万3580元,10,"6,151,036",89,"161,662","323,658,370",2016-07-17
867,2016081,02,06,15,25,30,32,07,10亿6649万0094元,3,"9,665,516",73,"239,666","288,505,018",2016-07-14
868,2016080,01,16,17,24,25,32,14,10亿4299万9580元,4,"9,610,776",88,"261,975","288,372,472",2016-07-12
869,2016079,01,03,10,12,24,28,02,10亿1228万1038元,2,"10,000,000",101,"261,205","322,821,956",2016-07-10
870,2016078,02,04,08,23,26,29,02,9亿5313万5832元,6,"8,017,845",65,"348,212","296,681,554",2016-07-07
871,2016077,01,09,17,19,20,29,10,9亿3334万1379元,3,"8,718,169",93,"149,926","294,629,008",2016-07-05
872,2016076,07,08,13,22,30,32,01,9亿1766万6478元,6,"8,474,321",112,"232,655","331,977,974",2016-07-03
873,2016075,01,03,06,16,29,32,07,8亿9034万0179元,0,0,65,"267,736","295,574,016",2016-06-30
874,2016074,06,10,11,12,20,25,12,8亿3813万1500元,62,"5,187,134",154,"94,175","297,584,738",2016-06-28
875,2016073,09,11,12,15,16,20,13,11亿1622万5045元,5,"7,942,362",80,"229,872","327,032,018",2016-06-26
876,2016072,05,16,19,22,24,25,02,11亿0076万7568元,2,"10,000,000",79,"250,250","290,670,126",2016-06-23
877,2016071,19,21,26,28,29,32,01,10亿6145万8288元,4,"10,000,000",83,"312,118","293,734,448",2016-06-21
878,2016070,03,06,11,18,23,29,01,10亿2374万0893元,7,"7,993,400",264,"99,213","326,894,102",2016-06-19
879,2016069,08,10,11,20,21,27,11,10亿0111万7928元,6,"7,393,248",168,"106,841","300,232,584",2016-06-16
880,2016068,08,19,23,28,31,32,01,9亿9162万9338元,2,"10,000,000",58,"374,629","295,768,168",2016-06-14
881,2016067,09,13,18,20,27,31,04,9亿4644万3820元,5,"8,650,159",117,"194,987","327,487,486",2016-06-12
882,2016066,03,07,13,18,19,20,05,9亿2125万4130元,10,"5,930,886",207,"56,212","275,334,312",2016-06-09
883,2016065,13,16,22,25,26,27,14,9亿4565万4750元,2,"10,000,000",87,"249,643","298,326,848",2016-06-07
884,2016064,03,12,14,17,19,26,03,9亿0049万7807元,11,"6,487,602",116,"176,332","332,534,594",2016-06-05
885,2016063,16,17,18,23,28,32,07,9亿1049万7831元,0,0,83,"179,989","304,409,952",2016-06-02
886,2016062,12,13,15,18,19,21,09,8亿6568万0358元,2,"10,000,000",116,"144,808","305,198,008",2016-05-31
887,2016061,05,06,08,18,20,32,08,8亿3528万6844元,21,"5,446,101",127,"92,206","340,147,518",2016-05-29
888,2016060,04,05,22,26,29,32,08,9亿1452万4470元,15,"5,000,000",47,"6,000","320,540,202",2016-05-26
889,2016059,04,11,12,20,25,28,15,9亿8952万4476元,9,"7,152,757",153,"158,290","322,601,954",2016-05-24
890,2016058,03,05,18,20,24,32,11,9亿8124万3730元,2,"10,000,000",130,"221,092","357,296,334",2016-05-22
891,2016057,07,12,19,22,23,26,11,9亿1501万7488元,11,"6,474,964",256,"79,221","325,499,780",2016-05-19
892,2016056,03,04,08,11,16,18,14,9亿2539万9830元,6,"8,206,646",180,"133,610","326,490,562",2016-05-17
893,2016055,05,06,10,16,22,26,11,9亿0249万0160元,11,"6,427,695",232,"84,615","350,383,284",2016-05-15
894,2016054,06,11,16,19,28,32,04,9亿1430万2376元,8,"7,321,796",204,"113,813","324,349,586",2016-05-12
895,2016053,02,08,10,12,29,31,01,9亿0322万2855元,5,"8,788,619",165,"143,508","320,149,454",2016-05-10
896,2016052,01,06,13,19,24,28,16,8亿7612万9336元,12,"6,940,346",218,"133,510","353,216,208",2016-05-08
897,2016051,01,02,04,09,15,33,12,8亿7209万7902元,2,"10,000,000",58,"392,706","324,257,380",2016-05-05
898,2016050,09,12,24,28,29,30,02,8亿2376万7052元,4,"9,301,768",116,"185,421","308,889,140",2016-05-03
899,2016049,06,08,13,14,22,27,10,7亿9644万7605元,15,"5,991,728",172,"108,109","330,279,014",2016-05-01
900,2016048,03,08,13,14,15,30,04,8亿3053万8816元,6,"8,287,686",115,"214,414","329,538,828",2016-04-28
901,2016047,02,05,08,15,17,22,16,8亿0629万2000元,5,"8,760,984",172,"136,663","324,937,604",2016-04-26
902,2016046,07,20,25,26,27,30,14,7亿7957万8465元,0,0,90,"306,830","364,459,490",2016-04-24
903,2016045,04,09,12,17,30,32,03,6亿9673万4182元,1,"10,000,000",86,"289,626","336,323,174",2016-04-21
904,2016044,01,03,10,12,18,30,01,6亿3201万0456元,6,"8,428,587",147,"174,927","335,979,238",2016-04-19
905,2016043,05,14,20,26,30,33,12,6亿0543万8772元,6,"7,763,996",88,"235,567","364,494,720",2016-04-17
906,2016042,07,14,17,23,26,31,09,5亿8983万2826元,11,"6,077,332",129,"114,831","334,864,386",2016-04-14
907,2016041,12,17,18,21,22,24,04,6亿1224万3516元,3,"10,000,000",98,"252,093","330,501,352",2016-04-12
908,2016040,03,13,19,20,23,26,03,5亿6812万8108元,12,"6,812,115",167,"162,764","365,246,422",2016-04-10
909,2016039,01,03,07,18,19,27,16,5亿6832万8305元,5,"9,538,029",189,"150,067","335,090,614",2016-04-07
910,2016038,03,12,13,22,28,29,03,5亿3093万0396元,4,"10,000,000",182,"139,400","325,081,790",2016-04-05
911,2016037,06,15,26,31,32,33,16,4亿9481万7840元,3,"10,000,000",97,"293,695","350,165,940",2016-04-03
912,2016036,03,04,07,09,20,22,03,4亿3935万2386元,2,"10,000,000",116,"232,827","348,368,584",2016-03-31
913,2016035,04,13,19,20,26,29,11,3亿7832万8346元,11,"6,488,004",187,"109,412","343,407,218",2016-03-29
914,2016034,03,15,21,22,23,28,15,3亿8831万6232元,1,"10,000,000",107,"316,678","380,415,644",2016-03-27
915,2016033,06,17,18,20,27,29,15,2亿9666万2312元,2,"10,000,000",119,"245,863","338,637,474",2016-03-24
916,2016032,08,12,14,15,21,27,15,2亿2888万9010元,5,"9,626,020",154,"187,744","339,342,300",2016-03-22
917,2016031,03,08,10,19,26,33,03,1亿9028万1234元,13,"6,468,063",191,"124,900","385,818,800",2016-03-20
918,2016030,10,14,19,22,25,29,12,2亿0279万7966元,98,"5,069,845",552,"15,500","351,985,986",2016-03-17
919,2016029,12,15,18,20,21,27,15,6亿7397万4740元,5,"9,326,970",99,"273,167","347,727,124",2016-03-15
920,2016028,06,08,12,21,25,29,01,6亿3947万8896元,7,"8,456,171",282,"107,239","370,238,316",2016-03-13
921,2016027,11,13,15,17,19,31,05,6亿0794万7604元,4,"9,925,874",213,"115,630","337,818,690",2016-03-10
922,2016026,04,09,12,28,30,33,01,5亿7376万2988元,0,0,77,"331,168","329,158,276",2016-03-08
923,2016025,04,11,12,17,24,30,12,4亿9726万3041元,19,"5,788,878",420,"44,609","379,126,514",2016-03-06
924,2016024,02,05,07,14,18,31,13,5亿5104万4179元,9,"6,751,185",157,"125,483","344,808,140",2016-03-03
925,2016023,03,06,10,19,25,29,07,5亿5270万2346元,14,"6,248,533",235,"92,975","337,590,682",2016-03-01
926,2016022,04,09,19,22,23,30,07,5亿7463万3808元,8,"7,138,951",163,"131,224","370,206,784",2016-02-28
927,2016021,09,11,13,22,24,26,05,5亿6757万6885元,5,"8,805,503",172,"138,281","330,776,764",2016-02-25
928,2016020,01,02,10,12,22,24,10,5亿4025万1214元,3,"10,000,000",109,"221,318","317,041,006",2016-02-23
929,2016019,06,13,16,17,23,30,10,4亿9788万0207元,51,"5,193,713",231,"53,459","354,746,834",2016-02-21
930,2016018,12,13,14,17,21,25,04,7亿2571万1885元,5,"8,773,854",81,"291,192","316,712,952",2016-02-18
931,2016017,05,06,08,20,22,30,05,6亿9882万1392元,12,"6,145,307",189,"90,897","293,890,064",2016-02-16
932,2016016,01,20,22,24,25,26,16,7亿2102万6255元,5,"8,896,964",91,"267,648","316,931,514",2016-02-14
933,2016015,01,02,14,22,25,26,07,6亿9244万2990元,5,"8,614,366",87,"259,652","346,224,370",2016-02-04
934,2016014,02,08,10,18,20,27,07,6亿6774万5460元,45,"5,259,960",113,"129,405","321,027,466",2016-02-02
935,2016013,07,12,21,22,26,31,01,8亿6057万5404元,3,"10,000,000",100,"299,317","370,420,948",2016-01-31
936,2016012,07,12,14,16,27,32,15,8亿0078万0176元,2,"10,000,000",87,"263,012","336,562,836",2016-01-28
937,2016011,03,08,10,15,22,29,12,7亿5213万3812元,43,"5,379,006",232,"87,808","332,990,472",2016-01-26
938,2016010,02,04,12,14,19,25,06,9亿2231万6332元,14,"6,423,339",121,"205,854","359,088,730",2016-01-24
939,2016009,10,14,24,25,27,32,04,9亿3751万7775元,3,"10,000,000",71,"348,717","341,116,278",2016-01-21
940,2016008,02,15,24,29,32,33,02,8亿9324万0990元,5,"8,931,046",73,"336,562","355,411,856",2016-01-19
941,2016007,05,12,14,20,27,29,06,8亿6418万9106元,11,"6,279,407",155,"113,495","398,316,866",2016-01-17
